time,action,ritc_qty,ritc_action,bull_qty,bull_action,bear_qty,bear_action,profit_cad
2025-09-16T20:44:29-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,97.43
2025-09-16T20:44:30-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,144.69
2025-09-16T20:44:30-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,144.69
2025-09-16T20:44:30-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,82.49
2025-09-16T20:44:31-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,82.49
2025-09-16T20:44:31-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,82.49
2025-09-16T20:44:45-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,286.42
2025-09-16T20:44:46-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,286.42
2025-09-16T20:44:46-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,286.42
2025-09-16T20:44:48-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,73.60
2025-09-16T20:44:49-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,73.60
2025-09-16T20:44:49-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,73.60
2025-09-16T20:44:49-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,75.95
2025-09-16T20:44:50-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,106.60
2025-09-16T20:44:51-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,88.81
2025-09-16T20:44:51-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,175.64
2025-09-16T20:44:52-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,265.11
2025-09-16T20:44:52-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,265.11
2025-09-16T20:44:55-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,92.71
2025-09-16T20:45:05-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,90.54
2025-09-16T20:45:05-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,200.54
2025-09-16T20:45:11-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,70.24
2025-09-16T20:45:11-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,70.24
2025-09-16T20:45:11-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,70.24
2025-09-16T20:45:13-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,192.80
2025-09-16T20:45:14-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,127.76
2025-09-16T20:45:18-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,66.27
2025-09-16T20:45:19-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,77.82
2025-09-16T20:45:19-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,77.82
2025-09-16T20:45:19-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,77.82
2025-09-16T20:45:20-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,76.68
2025-09-16T20:45:20-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,76.68
2025-09-16T20:45:20-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,76.22
2025-09-16T20:45:21-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,123.74
2025-09-16T20:45:21-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,123.74
2025-09-16T20:45:21-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,123.74
2025-09-16T20:45:22-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,91.13
2025-09-16T20:45:22-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,91.13
2025-09-16T20:45:22-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,111.13
2025-09-16T20:45:24-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,71.59
2025-09-16T20:45:25-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,68.11
2025-09-16T20:45:25-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,68.11
2025-09-16T20:45:26-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,79.74
2025-09-16T20:45:26-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,79.74
2025-09-16T20:45:26-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,149.74
2025-09-16T20:45:27-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,100.89
2025-09-16T20:45:27-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,100.89
2025-09-16T20:45:29-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,61.81
2025-09-16T20:45:30-04:00,SELL_RITC/BUY_STOCKS,1000,SELL,1000,BUY,1000,BUY,61.81
2025-09-16T20:45:39-04:00,BUY_RITC/SELL_STOCKS,1000,BUY,1000,SELL,1000,SELL,104.55
2025-09-16T20:45:39-04:00,BUY_RITC/SELL_STOCKS,1000,BUY,1000,SELL,1000,SELL,144.55
2025-09-16T20:45:40-04:00,BUY_RITC/SELL_STOCKS,1000,BUY,1000,SELL,1000,SELL,144.55
2025-09-16T20:45:40-04:00,BUY_RITC/SELL_STOCKS,1000,BUY,1000,SELL,1000,SELL,101.28
2025-09-16T20:45:40-04:00,BUY_RITC/SELL_STOCKS,1000,BUY,1000,SELL,1000,SELL,101.28
2025-09-16T20:45:41-04:00,BUY_RITC/SELL_STOCKS,1000,BUY,1000,SELL,1000,SELL,84.48
2025-09-16T20:45:41-04:00,BUY_RITC/SELL_STOCKS,1000,BUY,1000,SELL,1000,SELL,84.48
